Munic-BR;Populaçăo;1.1_%R.Líquida_Total;2.1_D.Total_Saúde/Hab;2.2_%D.Pessoal/D.Total;2.3_%D.com_Medicamentos;2.4_%D.Serv.Terc/D.Total;2.5_%D.Invest/D.Total;R.Transf.SUS;D.R.Próprios;D.Total_Saúde;cod_municipio
220785 Pavussu;3685;1.81;800.27;30.46;3.65;10.21;5.09;1671881.8;1383437.55;2949012.49;220785
220790 Pedro II;38704;3.65;543.79;49.27;0.84;4.36;9.38;10943338.19;5196488.0;21046841.07;220790
220793 Pedro Laurentino;2529;0.42;1085.15;46.39;2.16;13.53;4.65;1292980.41;1401090.31;2744332.03;220793
220800 Picos;78002;8.75;935.31;52.63;1.35;38.89;0.47;53438427.75;13692998.68;72956348.2;220800
220810 Pimenteiras;12115;0.61;610.13;54.43;2.56;11.07;7.37;5403517.46;3244651.75;7391774.12;220810
220820 Pio IX;18389;3.24;495.54;53.83;0.92;11.47;1.11;6149206.08;3674183.05;9112526.62;220820
220830 Piracuruca;28703;5.02;647.11;62.2;4.08;12.3;2.45;14817700.91;6632939.28;18574007.41;220830
220840 Piripiri;63694;4.69;617.08;56.92;1.4;21.79;2.31;29820369.33;15847095.68;39304590.41;220840
220850 Porto;12526;2.62;536.93;31.77;3.89;18.69;8.02;5442537.69;1577841.65;6725580.03;220850
220855 Porto Alegre do Piauí;2700;1.62;1099.25;61.34;10.52;9.67;0.18;730018.31;1546340.49;2967982.9;220855
220860 Prata do Piauí;3153;2.12;560.45;53.14;9.59;14.39;3.33;1227677.48;1599160.99;1767100.76;220860
220865 Queimada Nova;8966;8.67;856.53;37.89;2.73;21.75;10.37;3871089.81;2192807.51;7679678.9;220865
220870 Redençăo do Gurguéia;8758;2.41;676.48;49.98;4.91;12.79;6.75;3381875.57;1688222.52;5924589.55;220870
220880 Regeneraçăo;17978;2.95;670.96;65.5;3.96;9.08;0.63;8152300.26;3135925.29;12062520.0;220880
220885 Riacho Frio;4316;2.28;706.89;27.85;0.04;6.4;10.55;1809917.25;1654519.84;3050953.84;220885
220887 Ribeira do Piauí;4464;5.18;755.85;34.81;8.23;12.64;1.88;1517130.92;1177266.79;3374102.42;220887
220890 Ribeiro Gonçalves;7305;3.97;949.83;43.13;4.58;8.48;2.62;1783603.87;4839896.5;6938513.39;220890
220900 Rio Grande do Piauí;6431;0.16;892.68;48.87;10.69;7.03;5.67;3343940.36;1761065.24;5740826.01;220900
220910 Santa Cruz do Piauí;6232;1.91;894.43;54.02;1.1;13.17;7.08;3461480.36;1633209.04;5574060.89;220910
220915 Santa Cruz dos Milagres;4004;1.81;835.95;54.49;7.37;11.7;3.07;1936278.3;1465306.34;3347161.01;220915
220920 Santa Filomena;6252;4.9;682.47;58.07;3.3;8.3;5.14;1871614.98;2699728.74;4266776.44;220920
220930 Santa Luz;5836;2.96;566.09;41.39;4.3;4.23;8.4;2291515.01;1428529.98;3303728.61;220930
220937 Santa Rosa do Piauí;5258;2.24;686.69;32.9;6.8;6.19;1.83;2305592.0;1301070.48;3610616.85;220937
220935 Santana do Piauí;4625;2.06;709.84;44.08;12.51;10.31;0.34;1699832.85;1263250.75;3283021.64;220935
220940 Santo Antônio de Lisboa;6388;1.42;720.28;54.37;0.0;11.82;2.08;2399274.85;2226445.45;4601171.6;220940
220945 Santo Antônio dos Milagres;2155;1.71;1081.29;29.07;4.1;8.58;1.87;827698.4;1252222.79;2330184.07;220945
220950 Santo Inácio do Piauí;3785;1.29;1053.22;51.25;1.07;13.34;6.92;2200695.09;1641817.91;3986434.6;220950
220955 Săo Braz do Piauí;4444;0.15;806.19;38.3;0.0;12.12;9.07;1563590.43;1351010.32;3582726.59;220955
220960 Săo Félix do Piauí;2954;1.94;1450.71;46.8;9.49;11.35;1.38;1546789.5;1898220.49;4285391.09;220960
220965 Săo Francisco de Assis do Piauí;5731;4.76;784.61;50.26;3.12;9.63;15.66;2379990.09;1480887.51;4496598.93;220965
220970 Săo Francisco do Piauí;6425;1.98;718.17;53.51;7.22;10.75;2.75;3026068.79;1854903.96;4614274.34;220970
220975 Săo Gonçalo do Gurguéia;3025;31.85;1127.21;27.5;10.82;29.16;3.83;927723.19;2516295.69;3409815.76;220975
220980 Săo Gonçalo do Piauí;4999;1.95;760.67;37.98;2.94;4.62;11.24;2420362.47;1420928.72;3802588.53;220980
220985 Săo Joăo da Canabrava;4602;2.28;696.64;51.5;1.14;3.76;0.38;1728521.99;2400915.96;3205915.26;220985
220987 Săo Joăo da Fronteira;6019;1.17;705.7;45.33;7.32;10.69;14.7;2078656.13;1285284.87;4247616.53;220987
220990 Săo Joăo da Serra;6157;1.55;852.14;59.27;0.76;6.27;7.72;2928125.29;1418411.54;5246642.36;220990
220995 Săo Joăo da Varjota;4832;1.52;589.12;24.89;11.05;11.97;0.71;2001524.85;1307593.12;2846633.24;220995
220997 Săo Joăo do Arraial;7937;2.85;584.61;30.84;4.8;4.12;5.84;9395683.53;1141276.38;4640084.72;220997
221000 Săo Joăo do Piauí;20537;13.44;844.64;52.89;5.88;19.55;9.98;9654633.02;4705601.42;17346403.92;221000
221005 Săo José do Divino;5338;1.32;658.49;50.89;6.99;20.12;5.84;1610767.38;1247630.68;3515002.04;221005
221010 Săo José do Peixe;3750;1.31;847.76;67.66;3.0;11.13;0.36;3079363.6;1171833.5;3179085.1;221010
221020 Săo José do Piauí;6710;2.35;671.47;42.16;0.65;11.5;3.74;2198089.89;1369646.83;4505595.07;221020
221030 Săo Juliăo;6353;1.72;634.75;45.04;12.78;10.09;5.26;2652934.98;1462957.66;4032544.37;221030
221035 Săo Lourenço do Piauí;4568;1.03;929.99;38.53;0.0;9.15;5.83;2155264.98;1510303.82;4248183.4;221035
221037 Săo Luis do Piauí;2642;1.2;1054.71;34.16;0.04;13.84;9.22;1184043.31;1486536.99;2786535.5;221037
221038 Săo Miguel da Baixa Grande;2449;1.69;1088.48;61.17;0.18;3.53;3.18;991679.08;1270294.49;2665675.82;221038
221039 Săo Miguel do Fidalgo;3040;1.5;1180.8;40.28;5.69;9.94;21.47;1363248.91;1530972.77;3589631.55;221039
221040 Săo Miguel do Tapuio;17686;2.48;605.42;55.93;7.53;8.17;8.59;5904336.96;2925584.48;10707409.97;221040
221050 Săo Pedro do Piauí;14255;2.45;749.19;33.89;8.67;8.07;3.16;7095335.53;2392935.66;10679751.29;221050
221060 Săo Raimundo Nonato;34535;4.46;549.46;59.52;7.4;6.63;2.5;13507386.67;6803939.15;18975651.76;221060
221062 Sebastiăo Barros;3488;3.48;925.51;30.69;7.08;15.01;5.76;4969371.63;1526111.77;3228172.93;221062
221063 Sebastiăo Leal;4286;4.42;1009.75;50.29;4.94;9.88;10.09;1810336.39;2429691.29;4327800.21;221063
221065 Sigefredo Pacheco;10024;0.9;392.93;56.72;2.39;8.75;3.62;7368282.51;1401331.79;3938725.8;221065
221070 Simơes;14615;3.49;923.05;34.34;0.35;22.03;6.07;5969134.81;6991000.54;13490322.71;221070
221080 Simplício Mendes;12663;4.89;217.74;76.49;3.94;4.66;0.51;7693855.72;2755045.71;2757236.89;221080
221090 Socorro do Piauí;4576;2.12;805.26;97.29;0.0;0.0;0.0;1707227.42;1752323.22;3684873.13;221090
221093 Sussuapara;6692;1.11;670.25;47.34;0.0;17.39;1.58;2268298.02;1510682.64;4485334.05;221093
221095 Tamboril do Piauí;2908;1.17;767.4;58.29;6.24;9.64;1.02;871995.48;1325942.99;2231608.7;221095
221097 Tanque do Piauí;2756;1.95;987.14;64.52;5.02;7.06;1.59;1269137.13;1199965.6;2720544.38;221097
221100 Teresina;861442;16.76;1310.35;60.52;0.69;22.77;1.36;513955604.89;606246742.38;1128792738.38;221100
221110 Uniăo;44396;3.42;446.79;59.43;8.1;7.69;3.14;12253834.13;7380881.05;19835825.57;221110
221120 Uruçuí;21457;5.62;723.07;66.27;5.37;9.42;4.0;5119452.06;10963347.73;15514827.22;221120
221130 Valença do Piauí;20906;3.96;622.7;38.87;0.7;26.74;0.29;9440031.19;3562303.77;13018169.13;221130
221135 Várzea Branca;4956;2.69;699.94;47.64;8.99;8.98;7.55;2089073.99;1239574.41;3468911.3;221135
221140 Várzea Grande;4397;2.04;956.42;40.09;3.57;6.18;12.38;2075866.62;1309237.94;4205391.0;221140
221150 Vera Mendes;3075;1.57;846.22;20.15;6.74;19.6;6.24;1102012.78;1961247.05;2602130.92;221150
221160 Vila Nova do Piauí;2990;2.18;413.98;47.65;6.87;21.96;0.0;1572662.09;1237774.12;1237803.17;221160
221170 Wall Ferraz;4454;1.52;707.08;45.45;7.97;26.08;5.26;2067561.22;1423892.12;3149337.62;221170
230010 Abaiara;11663;3.77;733.46;59.33;0.93;22.25;6.92;4043591.56;3501763.15;8554288.25;230010
230015 Acarape;15399;4.03;664.67;62.21;0.15;19.66;2.49;6693614.45;8265772.52;10235261.58;230015
230020 Acaraú;62557;5.26;552.42;42.56;0.1;16.96;0.85;26640292.2;11603477.03;34557953.96;230020
230030 Acopiara;53931;3.42;555.05;27.09;0.01;48.54;1.1;21259706.85;8609492.75;29934417.25;230030
230040 Aiuaba;17303;3.36;598.54;30.55;0.49;13.51;3.43;4878161.89;3894002.96;10356478.04;230040
230050 Alcântaras;11529;0.99;718.75;36.58;0.0;35.02;6.29;3573072.71;4915166.66;8286441.45;230050
230060 Altaneira;7521;2.28;943.54;50.35;9.39;16.93;4.83;2273920.06;3980123.22;7096385.72;230060
230070 Alto Santo;17096;2.01;704.5;48.3;0.0;8.58;2.64;7017865.74;4077785.39;12044147.52;230070
230075 Amontada;43131;3.0;480.29;59.71;1.69;11.64;6.13;7055119.99;15263451.72;20715413.04;230075
230080 Antonina do Norte;7328;2.6;582.19;28.14;0.14;26.25;0.16;1855740.66;3442314.27;4266273.69;230080
230090 Apuiarés;14814;2.45;530.61;52.68;0.83;22.27;0.24;3760458.39;6314050.64;7860520.41;230090
230100 Aquiraz;79563;25.27;832.01;57.46;2.72;10.78;11.98;17816683.28;33187746.0;66197112.43;230100
230110 Aracati;74084;7.04;821.26;25.38;0.06;41.51;2.25;32813198.96;13548862.22;60842062.27;230110
230120 Aracoiaba;26437;2.72;902.6;38.95;0.0;42.03;2.63;15958138.98;5449068.12;23862014.37;230120
230125 Ararendá;10901;2.18;694.06;45.09;1.93;11.66;2.06;3069395.86;6046737.5;7565992.22;230125
230130 Araripe;21550;3.26;735.53;67.51;0.0;10.26;3.32;9052628.55;4091954.47;15850609.11;230130
230140 Aratuba;11346;1.74;707.22;35.14;0.01;13.61;0.53;3660016.7;5947613.17;8024063.38;230140
230150 Arneiroz;7836;4.1;845.94;32.3;0.0;7.59;5.06;4287637.81;3118405.4;6628775.96;230150
230160 Assaré;23417;3.3;589.55;48.3;1.67;15.73;2.69;8169450.06;3854959.81;13805495.08;230160
230170 Aurora;24699;2.02;700.0;50.46;0.09;39.21;0.36;8617840.26;6608059.28;17289381.34;230170
230180 Baixio;6272;2.66;967.21;66.79;3.14;8.56;6.73;2118028.64;2911408.04;6066369.53;230180
230185 Banabuiú;18151;4.62;649.59;57.49;0.0;11.15;5.59;6777331.11;6065480.87;11790650.31;230185
230190 Barbalha;60155;4.88;2076.72;17.87;1.92;13.47;0.43;88932599.05;11708960.81;124925080.72;230190
230195 Barreira;22362;2.74;672.6;45.21;1.34;11.01;0.85;5471989.89;7163505.34;15040615.94;230195
230200 Barro;22593;2.71;604.88;59.58;1.52;24.36;2.3;8058848.98;7047785.32;13666086.83;230200
230205 Barroquinha;14989;0.76;647.75;53.5;0.32;19.73;1.18;3505549.66;3567905.67;9709061.28;230205
230210 Baturité;35575;4.95;807.67;43.75;0.0;21.87;1.5;18593303.89;8895644.8;28732955.95;230210
230220 Beberibe;53421;7.04;490.02;70.64;0.0;12.99;3.02;11855292.29;12387593.47;26177402.46;230220
230230 Bela Cruz;32593;4.88;520.37;62.88;0.0;7.98;3.17;6843284.33;6896660.52;16960489.86;230230
230240 Boa Viagem;54440;3.4;415.39;54.39;2.34;18.62;3.57;12126210.78;9772206.04;22614096.1;230240
230250 Brejo Santo;49109;7.09;988.28;34.33;0.0;51.56;0.2;36618506.35;9019587.79;48533608.64;230250
230260 Camocim;63408;4.7;626.47;24.62;2.5;12.41;0.49;26168965.36;11713357.45;39723325.6;230260
230270 Campos Sales;27409;3.07;593.53;37.62;0.0;16.93;1.6;7953665.88;7070095.47;16268024.02;230270
230280 Canindé;78049;5.03;613.92;42.91;0.74;21.84;0.73;31005407.82;15538714.75;47916067.08;230280
230290 Capistrano;17793;2.51;857.0;46.47;0.0;29.03;11.12;4937874.5;7462649.68;15248595.35;230290
230300 Caridade;22427;1.72;445.3;63.52;1.97;25.8;1.83;5893166.83;8366857.44;9986837.03;230300
230310 Cariré;18802;3.35;679.29;46.51;2.71;19.93;8.9;7951523.83;6389052.63;12772001.04;230310
230320 Caririaçu;27095;1.9;624.65;42.95;0.01;35.52;6.04;9493398.61;4562586.77;16924959.76;230320
230330 Cariús;18950;2.78;579.81;51.89;0.03;13.74;8.3;4915171.42;4880879.16;10987402.46;230330
230340 Carnaubal;17747;2.06;886.89;51.04;0.2;12.13;1.66;6373242.51;4234051.51;15739674.33;230340
230350 Cascavel;71499;5.51;677.54;32.01;0.99;22.46;1.52;28258666.52;18251354.4;48443351.13;230350
230360 Catarina;20562;3.53;602.03;69.55;0.63;8.07;1.28;7327176.69;4591875.6;12378920.47;230360
230365 Catunda;10437;0.23;835.02;57.38;0.21;13.33;0.83;4568099.12;4729120.13;8715127.31;230365
230370 Caucaia;363982;10.75;503.76;36.04;0.2;32.16;0.44;94942549.09;93980731.85;183361182.47;230370
230380 Cedro;25249;2.91;630.9;49.24;0.29;32.65;3.22;7994938.13;4265688.92;15929600.32;230380
230390 Chaval;13047;2.41;639.07;57.57;0.0;14.79;0.45;4433780.53;3021371.19;8337934.95;230390
230393 Choró;13476;2.02;780.73;30.89;4.67;38.18;2.87;4524730.76;4152834.38;10521148.28;230393
230395 Chorozinho;19345;2.73;606.36;39.48;0.15;28.89;6.23;7160049.07;5829148.8;11730046.25;230395
230400 Coreaú;23258;2.09;493.98;44.76;0.25;26.58;2.72;10116341.63;7553919.37;11489068.53;230400
230410 Crateús;74982;5.47;736.67;22.92;0.0;27.31;3.93;41237761.35;11437352.01;55236746.81;230410
230420 Crato;131372;7.34;825.03;29.39;1.1;58.56;2.43;82574733.76;23849562.58;108385689.32;230420
230423 Croatá;17994;3.58;729.46;65.81;2.09;9.72;1.75;6477061.9;7474560.12;13125931.06;230423
230425 Cruz;24131;3.89;739.94;64.33;0.28;4.9;2.14;7639528.55;6326301.24;17855474.86;230425
230426 Deputado Irapuan Pinheiro;9585;2.2;887.53;50.03;0.0;13.84;11.77;2651172.89;4704657.8;8507000.2;230426
230427 Ererê;7211;2.55;950.82;42.22;0.97;23.94;0.25;1537276.38;4504951.72;6856387.46;230427
230428 Eusébio;52880;24.03;1572.79;52.49;0.48;35.62;2.03;28464841.45;51796461.21;83168912.22;230428
230430 Farias Brito;18882;3.04;903.82;53.09;0.52;12.25;7.92;9920114.27;5002971.34;17066008.5;230430
230435 Forquilha;24169;2.7;478.61;63.08;0.11;16.64;1.09;5912801.75;5742943.47;11567578.9;230435
230440 Fortaleza;2643247;22.76;865.36;43.73;1.71;13.29;3.07;1083987281.48;1107767610.61;2287364780.28;230440
230445 Fortim;16357;13.09;742.61;41.94;0.72;22.96;12.27;4970707.87;5716159.13;12146806.31;230445
230450 Frecheirinha;13758;1.92;755.47;64.46;0.17;16.2;1.85;3536895.02;4907062.58;10393688.36;230450
230460 General Sampaio;6956;1.55;801.85;46.02;0.64;32.87;0.0;2003899.32;2676571.94;5577653.2;230460
230465 Graça;15423;1.39;455.52;39.29;0.04;19.57;2.65;3533653.52;3646157.9;7025438.66;230465
230470 Granja;54729;3.68;419.37;48.85;0.25;21.46;1.98;17573375.92;10336177.53;22951800.6;230470
230480 Granjeiro;4469;2.38;1197.13;62.66;0.54;17.85;7.34;2403314.24;2886637.75;5349957.69;230480
230490 Groaíras;11076;2.54;706.26;52.22;1.49;21.4;2.39;3096299.81;3200712.86;7822482.99;230490
230495 Guaiúba;26472;3.02;584.06;40.01;0.7;35.61;7.16;6532433.55;7148455.04;15461270.91;230495
230500 Guaraciaba do Norte;39713;3.78;548.81;41.12;0.0;22.09;10.8;8953662.79;6985597.09;21795066.8;230500
230510 Guaramiranga;3595;7.46;1742.5;57.42;0.72;15.32;5.61;1876579.11;3748393.76;6264272.99;230510
230520 Hidrolândia;20352;1.37;527.17;45.57;0.0;38.72;0.64;4081708.06;5856906.59;10728985.34;230520
230523 Horizonte;66114;7.14;969.7;51.34;0.45;27.38;4.22;25701792.94;34468238.17;64110753.29;230523
230526 Ibaretama;13317;3.34;534.31;43.89;0.0;15.56;2.54;4611773.88;2714012.78;7115356.6;230526
230530 Ibiapina;24995;3.22;696.94;50.95;0.14;18.76;1.14;8953620.0;8150219.01;17419967.39;230530
230533 Ibicuitinga;12419;2.02;707.04;51.61;8.84;12.42;2.69;5346658.48;2905275.49;8780673.07;230533
230535 Icapuí;19804;5.71;939.54;58.22;5.54;6.77;1.29;7352767.02;10760107.92;18606719.61;230535
230540 Icó;67972;4.0;703.56;53.82;0.45;5.32;2.45;21486467.79;15857929.31;47822145.39;230540
230550 Iguatu;103255;6.7;552.93;39.94;0.16;34.03;2.79;53754059.56;26048346.75;57093293.2;230550
230560 Independência;26168;4.16;515.55;49.57;0.01;19.2;1.78;7092350.45;4890848.25;13490839.98;230560
230565 Ipaporanga;11587;1.56;660.77;35.07;1.25;21.39;0.96;3545125.65;3294481.61;7656333.27;230565
230570 Ipaumirim;12439;2.15;671.63;63.23;5.98;15.09;1.62;2743787.53;4490335.68;8354431.93;230570
230580 Ipu;41873;2.84;761.29;45.04;0.09;30.87;2.78;22082238.76;9795208.64;31877694.13;230580
230590 Ipueiras;38205;2.28;458.15;44.49;1.88;34.09;1.04;7917434.67;12696071.55;17503673.76;230590
230600 Iracema;14227;3.29;959.33;57.71;0.0;5.39;2.34;7762714.88;5856120.33;13648326.49;230600
230610 Irauçuba;24003;2.67;544.05;44.95;3.53;13.34;7.06;6199249.42;6625471.93;13058741.54;230610
230620 Itaiçaba;7787;3.57;889.65;51.09;0.0;11.83;0.51;2415259.16;3454119.58;6927687.86;230620
230625 Itaitinga;39518;8.22;552.0;48.97;0.2;23.94;4.16;6780582.46;11020403.06;21814102.72;230625
230630 Itapagé;52240;3.29;527.66;55.28;3.32;11.05;1.41;13935558.95;11117101.93;27564990.94;230630
230640 Itapipoca;128135;5.64;545.95;34.0;0.29;38.66;2.73;51104194.42;16772806.51;69955317.34;230640
230650 Itapiúna;20133;1.95;676.56;48.32;0.0;27.53;6.01;5741447.49;7665719.8;13621112.74;230650
230655 Itarema;41445;4.01;534.88;46.03;0.09;9.13;12.81;13191483.02;15331561.5;22168083.24;230655
230660 Itatira;20786;3.61;734.56;22.46;0.44;22.6;3.43;8727855.97;7757503.76;15268499.69;230660
230670 Jaguaretama;18102;2.43;846.47;41.94;3.47;11.7;9.82;6945762.46;5695440.48;15322855.88;230670
230680 Jaguaribara;11359;2.07;890.57;57.29;0.0;14.86;2.7;2883472.65;4705451.44;10116025.06;230680
230690 Jaguaribe;34729;5.16;778.4;55.59;0.0;17.82;2.83;14576126.48;12688607.1;27033034.06;230690
230700 Jaguaruana;33967;2.56;551.67;53.73;0.94;13.19;4.76;10250967.32;7141467.54;18738737.73;230700
230710 Jardim;27284;2.83;681.1;70.62;3.67;11.2;1.53;8205003.84;7032755.8;18583185.52;230710
230720 Jati;7902;8.5;977.31;69.24;1.5;12.65;3.8;2322738.37;5031980.32;7722692.4;230720
230725 Jijoca de Jericoacoara;19587;11.31;1018.38;58.44;0.0;25.54;7.76;13429127.8;8063189.14;19947029.52;230725
230730 Juazeiro do Norte;271926;11.71;555.02;50.71;1.75;37.52;1.14;79803141.61;37566402.52;150923048.09;230730
230740 Jucás;24773;2.85;607.22;40.0;0.68;28.17;1.95;8535240.52;4808482.92;15042621.24;230740
230750 Lavras da Mangabeira;31584;3.39;640.98;48.08;0.0;6.53;2.62;12815309.71;10488375.53;20244642.32;230750
230760 Limoeiro do Norte;59278;7.49;628.71;37.62;0.6;33.71;3.07;20886777.02;12274723.91;37268740.99;230760
230763 Madalena;19906;2.69;517.47;44.42;0.99;33.23;4.0;4160537.62;4370876.35;10300855.12;230763
230765 Maracanaú;226128;10.08;991.55;43.31;10.47;17.54;2.08;125118507.02;95332555.26;224217990.46;230765
230770 Maranguape;127098;4.36;478.38;42.2;0.54;13.42;3.86;35571163.47;16476290.35;60801439.76;230770
230780 Marco;27127;3.47;442.81;42.23;0.17;10.31;5.1;8159412.9;8694819.46;12011981.22;230780
230790 Martinópole;11143;1.03;569.94;59.77;1.84;16.77;1.69;2669805.41;3441154.18;6350786.83;230790
230800 Massapê;38424;2.85;427.64;58.93;0.0;18.86;4.61;8436688.69;9021593.07;16431602.75;230800
230810 Mauriti;46854;3.62;445.59;46.41;1.62;36.27;2.99;13078998.51;8883565.55;20877777.37;230810
230820 Meruoca;15030;2.45;618.57;53.53;1.54;21.68;9.4;4214908.54;3763844.72;9297046.59;230820
230830 Milagres;28466;3.61;606.57;57.59;8.44;14.71;4.26;8235282.53;7360336.2;17266508.04;230830
230835 Milhă;13241;4.02;796.64;48.88;0.0;11.42;2.01;3401688.38;4479943.23;10548258.01;230835
230837 Miraíma;13669;1.22;512.96;67.74;0.0;14.01;1.81;2970242.39;2381587.09;7011591.02;230837
230840 Missăo Velha;35662;6.12;678.84;43.32;1.27;29.47;9.21;13254383.54;6063069.23;24208841.83;230840
230850 Mombaça;44060;3.37;528.82;48.14;2.42;9.03;0.23;12112850.73;10259160.16;23299602.18;230850
230860 Monsenhor Tabosa;17167;2.24;697.84;32.3;1.62;13.82;9.8;5930282.21;4736298.98;11979751.95;230860
230870 Morada Nova;62069;3.45;572.77;44.7;3.97;28.62;5.79;23995476.52;13628290.16;35551228.91;230870
230880 Moraújo;8689;2.47;611.17;32.72;6.94;18.3;6.82;2492420.28;2350702.46;5310455.88;230880
230890 Morrinhos;22354;1.88;606.86;52.8;0.7;19.71;10.18;4605338.52;7175617.31;13565788.37;230890
230900 Mucambo;14485;2.0;531.53;47.78;0.0;17.88;0.58;6439244.62;4622675.74;7699210.17;230900
230910 Mulungu;12892;3.41;696.35;64.88;0.0;13.55;2.68;4211947.68;5256061.75;8977383.88;230910
230920 Nova Olinda;15520;2.64;740.64;61.26;2.0;10.8;4.3;4856404.4;5758916.06;11494763.71;230920
230930 Nova Russas;32262;4.67;602.25;40.65;1.53;13.42;1.18;7911217.17;6729365.59;19429796.14;230930
230940 Novo Oriente;28557;2.55;536.65;52.04;0.0;15.46;2.02;8844196.92;5241012.37;15325038.49;230940
230945 Ocara;25557;2.35;830.73;38.53;0.04;31.83;1.93;8349707.3;9598415.73;21230998.67;230945
230950 Orós;21471;5.33;742.11;38.71;2.33;12.55;4.84;10063978.74;6104340.45;15933930.34;230950
230960 Pacajus;71193;4.61;461.77;56.85;0.1;19.0;7.77;18809039.24;11188263.33;32874851.43;230960
230970 Pacatuba;83157;6.77;478.95;43.22;0.46;39.72;3.39;19348632.51;14123158.54;39827962.4;230970
230980 Pacoti;12046;2.64;691.26;57.37;5.6;9.31;2.17;4517252.52;2947364.32;8326965.99;230980
230990 Pacujá;6246;1.89;868.12;27.9;0.0;32.97;16.11;1755167.37;2186838.67;5422266.13;230990
231000 Palhano;9348;3.32;809.69;39.23;0.0;40.96;4.78;2956676.52;3084192.47;7569010.94;231000
231010 Palmácia;13214;2.1;481.97;68.35;1.54;17.79;3.31;3338986.63;2964780.61;6368798.57;231010
231020 Paracuru;34097;5.03;666.02;55.0;0.77;9.38;1.26;9068637.54;12816447.12;22709406.43;231020
231025 Paraipaba;32700;3.33;603.28;57.89;0.25;10.74;7.87;7174128.11;6322197.61;19727206.32;231025
231030 Parambu;31398;2.12;503.7;33.42;6.36;10.76;18.1;10250332.07;5030401.31;15815273.82;231030
231040 Paramoti;11664;2.17;693.62;40.72;0.0;40.12;8.25;2627464.49;3889362.3;8090342.13;231040
231050 Pedra Branca;43160;1.52;547.59;71.1;0.0;4.45;3.33;10682326.4;9551008.79;23634059.04;231050
231060 Penaforte;9010;14.93;805.88;45.47;0.0;12.73;2.0;2299869.98;3724483.55;7260971.38;231060
231070 Pentecoste;37326;3.34;632.34;54.31;0.46;8.66;1.29;15852560.75;13204243.63;23602867.91;231070
231080 Pereiro;16281;6.95;623.27;29.47;0.0;10.12;5.53;5431909.19;6344917.57;10147392.82;231080
231085 Pindoretama;20748;2.67;832.53;20.46;0.31;23.45;2.56;8222287.0;6171077.78;17273245.31;231085
231090 Piquet Carneiro;16827;5.04;744.07;54.96;0.0;8.04;10.18;7266280.86;4785239.39;12520520.95;231090
231095 Pires Ferreira;10853;2.88;594.03;14.66;0.13;16.13;5.18;3282609.49;4138443.26;6447054.92;231095
231100 Poranga;12334;1.06;908.75;32.3;0.43;39.66;1.09;2925209.41;5802311.51;11208485.72;231100
231110 Porteiras;15047;2.76;670.31;63.84;3.42;14.2;0.22;5335381.23;4113300.0;10086149.76;231110
231120 Potengi;10986;2.01;863.16;36.34;0.21;25.0;3.7;3606353.07;3460089.58;9482654.13;231120
231123 Potiretama;6400;1.94;672.23;55.1;0.0;7.83;15.71;1565437.4;3745554.37;4302249.34;231123
231126 Quiterianópolis;21000;2.19;638.13;44.31;8.01;15.26;6.36;7244050.47;6714966.56;13400761.97;231126
231130 Quixadá;87116;6.64;672.9;40.8;0.0;30.28;1.16;39409934.75;18530895.15;58620575.07;231130
231135 Quixelô;14986;2.27;921.36;32.88;0.38;20.8;5.67;6790385.42;4632653.3;13807532.07;231135
231140 Quixeramobim;79081;4.01;620.15;47.75;3.15;4.0;1.08;35021739.57;16643058.73;49041712.21;231140
231150 Quixeré;22008;6.21;788.28;58.6;0.0;8.13;2.92;8470512.58;6909203.46;17348407.61;231150
231160 Redençăo;27633;3.8;872.42;40.8;0.55;11.63;3.88;13674591.25;5781045.8;24107646.16;231160
231170 Reriutaba;18945;2.25;772.06;68.47;0.0;12.4;4.77;6851472.06;6204070.28;14626610.6;231170
231180 Russas;76884;4.98;699.04;31.32;0.44;37.28;7.74;40070607.39;12577799.19;53744951.27;231180
231190 Saboeiro;15808;1.78;719.9;52.06;0.0;11.44;3.78;4677468.61;3205175.92;11380130.8;231190
231195 Salitre;16435;2.33;774.11;55.07;1.44;15.17;5.66;8354467.95;5338910.25;12722437.77;231195
231220 Santa Quitéria;43695;3.47;549.97;70.29;0.0;6.23;2.86;13478614.77;8210892.64;24030765.93;231220
231200 Santana do Acaraú;32216;3.13;473.49;57.35;0.06;24.06;2.83;6011605.21;6337963.51;15254100.46;231200
231210 Santana do Cariri;17622;2.43;686.14;63.09;1.76;13.48;5.52;3913392.76;5958424.83;12091115.85;231210
231230 Săo Benedito;46949;3.57;601.23;43.34;7.78;30.5;4.35;17569511.83;10411698.46;28227171.39;231230
231240 Săo Gonçalo do Amarante;48516;26.36;1217.68;55.36;0.1;29.91;3.99;29057506.1;37214725.54;59076781.7;231240
231250 Săo Joăo do Jaguaribe;7691;2.18;1112.45;60.91;0.0;12.51;4.67;2707389.34;3907650.65;8555836.91;231250
231260 Săo Luís do Curu;12938;2.07;259.33;38.79;4.2;3.68;0.6;3102540.85;2812776.59;3355264.94;231260
231270 Senador Pompeu;26664;2.93;824.08;45.5;0.16;38.38;8.11;13984215.55;4970888.13;21973295.78;231270
231280 Senador Sá;7553;2.34;651.03;31.4;0.03;49.5;0.53;1139821.71;3605923.31;4917202.87;231280
231290 Sobral;206644;8.23;1178.89;24.85;0.05;51.11;2.79;183677891.31;58622300.35;243609928.46;231290
