Indicadores Municipais
População1.1 %R.Líquida Total2.1 D.Total Saúde/Hab2.2 %D.Pessoal/D.Total2.3 %D.com Medicamentos2.4 %D.Serv.Terc/D.Total2.5 %D.Invest/D.TotalR.Transf.SUSD.R.PrópriosD.Total Saúde por Munic-BR
Período:2013
"Munic-BR";"População";"1.1_%R.Líquida_Total";"2.1_D.Total_Saúde/Hab";"2.2_%D.Pessoal/D.Total";"2.3_%D.com_Medicamentos";"2.4_%D.Serv.Terc/D.Total";"2.5_%D.Invest/D.Total";"R.Transf.SUS";"D.R.Próprios";"D.Total_Saúde"
"211023 Santana do Maranhão";12521;0,71;307,72;61,93;7,79;9,40;6,90;2024846,33;1734599,03;3852957,44
"211027 Santo Amaro do Maranhão";14828;1,92;310,93;77,84;3,11;5,43;1,31;2330888,83;1954786,48;4610542,16
"211030 Santo Antônio dos Lopes";14289;35,24;1057,13;36,06;1,80;40,09;15,73;3624830,56;11175345,59;15105345,59
"211040 São Benedito do Rio Preto";18118;1,76;319,00;41,81;0,00;24,06;2,85;2815623,90;2961584,23;5779674,30
"211050 São Bento";42867;1,84;439,59;53,24;27,03;3,55;5,49;8475430,09;3084422,13;18843713,91
"211060 São Bernardo";27369;1,79;289,15;39,90;0,08;7,26;2,85;4660695,39;2965248,01;7913839,28
"211065 São Domingos do Azeitão";7147;2,26;449,79;52,24;3,55;0,00;1,47;1287014,90;1858236,07;3214620,38
"211070 São Domingos do Maranhão";33725;1,85;444,81;49,33;0,91;10,45;6,18;8995476,50;2712614,40;15001120,57
"211080 São Félix de Balsas";4593;2,94;675,97;54,16;11,87;5,27;5,75;1867530,28;1231454,74;3104738,07
"211085 São Francisco do Brejão";11027;2,66;427,16;54,55;10,07;9,80;4,19;2653952,55;2652024,23;4710267,60
"211090 São Francisco do Maranhão";11955;1,80;333,45;48,64;0,00;11,84;1,15;1885798,01;2113412,32;3986446,07
"211100 São João Batista";20152;1,12;357,59;73,07;0,00;4,35;9,08;3228094,38;3051188,33;7206199,59
"211102 São João do Carú";15599;2,52;337,63;36,74;8,22;4,59;4,97;2643182,10;2457536,83;5266761,80
"211105 São João do Paraíso";10917;2,16;546,73;26,88;1,23;7,42;40,34;2073172,57;1887190,30;5968630,12
"211107 São João do Soter";17809;2,11;361,71;59,42;12,93;4,20;6,16;4529243,86;1950841,71;6441700,74
"211110 São João dos Patos";25199;5,00;544,43;46,22;0,00;13,50;16,06;6840552,67;3404481,91;13718967,88
"211120 São José de Ribamar";170423;12,43;342,61;49,69;1,28;33,17;2,60;21328460,02;36441790,07;58387916,56
"211125 São José dos Basílios";7507;3,72;333,86;37,10;20,57;9,15;11,29;1498241,40;1014820,16;2506266,19
"211130 São Luís";1053919;25,50;619,34;59,00;1,98;23,23;1,21;294632941,51;365506432,77;652737264,95
"211140 São Luís Gonzaga do Maranhão";19510;0,94;366,16;43,31;4,31;8,26;5,99;4372114,56;2658485,13;7143762,58
"211150 São Mateus do Maranhão";40095;3,34;335,08;24,56;6,42;9,38;2,93;8035258,71;4091218,73;13435192,30
"211153 São Pedro da Água Branca";12287;28,41;371,79;38,61;25,88;8,99;11,37;2083983,12;2480197,03;4568186,07
"211157 São Pedro dos Crentes";4520;4,15;480,59;42,14;1,18;7,84;3,28;632446,90;1535981,14;2172259,40
"211160 São Raimundo das Mangabeiras";18093;1,28;392,71;73,99;0,00;7,55;0,54;3595785,79;3582324,25;7105380,50
"211163 São Raimundo do Doca Bezerra";5554;1,62;389,03;32,59;6,37;15,03;0,51;1054441,27;1089758,51;2160685,10
"211167 São Roberto";6329;2,32;430,33;67,46;4,24;2,27;13,80;1638583,57;1074937,34;2723554,49
"211170 São Vicente Ferrer";21445;1,54;405,37;78,69;0,00;4,46;2,33;5626425,36;1980720,69;8693057,87
"211172 Satubinha";12959;0,38;354,81;61,90;0,00;15,35;3,77;2893578,44;1312827,50;4597992,41
"211174 Senador Alexandre Costa";10657;1,09;343,72;8,30;0,00;0,00;21,84;1797000,00;1350000,00;3663000,00
"211176 Senador La Rocque";14315;1,09;473,70;53,09;0,00;10,79;19,56;2994235,12;1932415,94;6780992,99
"211178 Serrano do Maranhão";10693;0,43;306,85;75,02;0,58;4,23;2,66;1758572,11;1844546,94;3281154,14
"211180 Sítio Novo";17449;1,81;413,12;58,50;1,26;12,60;0,00;4545422,62;2285265,00;7208468,96
"211190 Sucupira do Norte";10454;0,92;392,16;39,51;2,60;5,69;18,42;2064170,97;2673629,01;4099604,61
"211195 Sucupira do Riachão";5498;0,40;590,87;41,95;0,00;7,99;11,30;949737,58;1480338,30;3248591,68
"211200 Tasso Fragoso";8130;7,66;590,32;67,28;0,00;12,24;10,17;1305617,06;3640892,81;4799266,45
"211210 Timbiras";28368;1,42;156,04;58,56;0,00;6,96;0,72;4460048,22;2628324,96;4426616,42
"211220 Timon";161721;3,79;380,31;61,85;1,21;10,98;11,61;37071470,09;19935227,61;61504317,44
"211223 Trizidela do Vale";19559;0,24;308,21;16,73;1,38;2,58;12,07;3820813,00;2080446,58;6028189,20
"211227 Tufilândia";5681;1,63;489,83;57,77;0,00;0,05;11,38;1967037,86;1209347,22;2782745,08
"211230 Tuntum";40273;1,32;486,15;74,18;12,94;5,39;1,26;12267006,44;3135876,39;19578877,59
"211240 Turiaçu";34554;0,49;169,95;72,86;0,00;6,40;0,18;2797915,69;2537258,48;5872502,39
"211245 Turilândia";24190;1,71;270,92;34,12;13,26;6,13;7,54;4117282,25;2436263,32;6553545,57
"211250 Tutóia";55705;0,85;228,43;55,21;0,00;10,42;0,13;9262824,77;4460890,00;12724444,29
"211260 Urbano Santos";26833;1,16;304,72;33,42;1,42;4,61;19,64;4087599,23;4088983,37;8176604,80
"211270 Vargem Grande";52937;2,10;280,28;50,17;43,09;0,00;6,74;8017832,00;4870328,00;14836961,76
"211280 Viana";50687;1,13;299,56;67,51;7,86;7,75;5,85;11762831,74;852348,80;15183823,74
"211285 Vila Nova dos Martírios";12352;3,34;314,68;47,33;6,47;22,19;14,93;3306181,84;1969006,74;3886987,18
"211290 Vitória do Mearim";31793;3,42;348,89;29,41;70,21;0,37;0,00;8184482,25;2907640,65;11092122,90
"211300 Vitorino Freire";30959;6,54;387,83;72,84;5,29;5,23;4,83;9364042,79;2710141,14;12006767,53
"211400 Zé Doca";49848;2,02;345,89;50,56;3,24;2,27;1,38;11131098,51;4008285,06;17241758,45
"220005 Acauã";6890;2,62;331,33;56,86;0,00;6,97;6,70;1292773,11;1020600,00;2282875,94
"220010 Agricolândia";5097;1,95;441,77;51,47;9,81;4,34;4,90;1246639,03;1174554,55;2251723,58
"220020 Água Branca";16869;4,10;567,78;59,07;5,50;13,27;7,62;8240048,14;1943754,26;9577963,79
"220025 Alagoinha do Piauí";7467;0,87;401,37;44,39;6,87;3,85;16,38;2153543,43;975567,11;2997005,93
"220027 Alegrete do Piauí";5211;0,75;419,53;23,44;2,35;18,27;15,50;1126541,86;1059641,99;2186183,85
"220030 Alto Longá";13923;3,17;347,36;43,91;0,00;4,79;4,05;2820620,75;2015703,70;4836324,45
"220040 Altos";39522;2,20;306,54;66,54;0,00;4,68;5,19;6695167,07;3400764,09;12114996,88
"220045 Alvorada do Gurguéia";5216;2,89;442,63;56,23;0,00;7,02;4,93;1187867,29;1325859,69;2308752,61
"220050 Amarante";17298;2,44;370,04;44,04;0,16;8,71;11,77;4567153,70;2318713,25;6400994,50
"220060 Angical do Piauí";6703;1,90;514,98;53,68;4,62;7,59;13,30;2143475,12;1301373,14;3451890,57
"220070 Anísio de Abreu";9456;2,69;332,17;62,55;0,00;2,73;5,13;2063562,31;759457,67;3140963,95
"220080 Antônio Almeida";3090;2,22;475,55;47,85;7,47;14,28;1,07;376104,21;1091524,00;1469436,00
"220090 Aroazes";5784;1,39;356,74;62,84;0,00;5,65;7,68;1232292,51;947796,03;2063376,51
"220095 Aroeiras do Itaim";2459;1,80;588,22;50,78;13,45;8,86;2,45;393087,28;1064125,25;1446426,23
"220100 Arraial";4688;1,42;450,48;38,72;0,00;2,16;12,15;1064978,17;1117167,13;2111871,81
"220105 Assunção do Piauí";7645;0,65;383,65;32,18;2,64;3,47;16,85;1500299,82;1176744,74;2933035,22
"220110 Avelino Lopes";11341;0,86;325,53;68,08;2,20;11,30;4,50;1941004,65;1748640,52;3691846,00
"220115 Baixa Grande do Ribeiro";11014;10,97;426,25;55,63;4,32;3,95;3,52;1805289,15;3317196,04;4694679,41
"220117 Barra D'Alcântara";3886;2,25;487,93;45,80;2,09;11,16;9,34;1008836,77;1096096,21;1896097,35
"220120 Barras";45786;2,37;353,25;45,69;3,91;10,12;8,58;12916651,10;3717619,31;16174043,95
"220130 Barreiras do Piauí";3278;1,80;501,68;39,53;0,00;10,35;3,05;464421,53;1094185,46;1644512,06
"220140 Barro Duro";6627;1,67;394,56;58,11;5,53;4,22;2,31;1794062,69;1070775,29;2614756,88
"220150 Batalha";26215;2,34;363,11;50,10;0,00;3,39;5,29;6978199,28;2301233,73;9518817,60
"220155 Bela Vista do Piauí";3882;1,78;472,05;51,12;2,97;9,33;8,17;845068,18;1019919,93;1832486,72
"220157 Belém do Piauí";3413;1,69;480,73;41,39;8,91;8,23;16,17;867486,92;991561,49;1640743,14
"220160 Beneditinos";10014;2,50;396,44;37,66;3,55;4,85;26,51;2585549,44;1377826,63;3969974,99
"220170 Bertolínia";5389;0,75;498,68;59,26;17,35;3,77;1,68;1326884,20;1354558,26;2687366,95
"220173 Betânia do Piauí";6086;2,61;403,99;48,16;0,00;17,18;7,13;1171123,52;1433072,67;2458684,88
"220177 Boa Hora";6516;1,43;413,94;54,53;4,20;5,28;13,79;1567013,71;1590324,75;2697213,73
"220180 Bocaina";4425;1,39;581,01;58,23;5,12;6,80;10,10;2000995,40;846114,15;2570981,97
"220190 Bom Jesus";23826;9,51;381,70;66,49;4,70;5,23;9,51;5762987,99;3579829,55;9094493,38
"220191 Bom Princípio do Piauí";5447;0,57;410,59;47,21;0,00;5,99;7,77;1279909,54;858486,26;2236497,41
"220192 Bonfim do Piauí";5512;2,10;352,31;41,33;4,92;6,26;18,81;994316,83;906341,64;1941905,44
"220194 Boqueirão do Piauí";6335;1,73;374,07;60,82;5,21;6,60;2,63;1205505,28;1014750,10;2369719,27
"220196 Brasileira";8116;1,70;365,83;63,84;3,37;4,75;3,35;2065572,09;1148267,19;2969039,25
"220198 Brejo do Piauí";3749;2,80;564,07;53,15;8,13;4,75;5,33;786630,66;1170343,63;2114690,53
"220200 Buriti dos Lopes";19352;2,80;355,37;59,63;5,27;2,95;7,32;5059262,24;2047761,30;6877029,41
"220202 Buriti dos Montes";8138;1,72;468,61;48,65;0,00;5,44;26,75;2244816,58;1109356,13;3813577,21
"220205 Cabeceiras do Piauí";10220;0,70;249,65;65,69;0,00;9,58;1,06;1844985,30;1116980,65;2551446,04
"220207 Cajazeiras do Piauí";3438;0,81;407,22;48,76;0,00;18,20;2,91;535841,32;902699,59;1400032,02
"220208 Cajueiro da Praia";7375;2,69;372,36;61,47;1,80;8,08;7,71;1388373,44;1284984,18;2746149,11
"220209 Caldeirão Grande do Piauí";5742;2,74;365,97;38,14;4,80;8,56;18,93;1232231,83;1054015,01;2101422,69
"220210 Campinas do Piauí";5489;2,83;320,03;59,30;0,09;6,89;10,21;853509,71;952204,99;1756668,23
"220211 Campo Alegre do Fidalgo";4851;0,93;382,01;57,14;5,16;7,78;3,83;819872,55;1098173,31;1853136,19
"220213 Campo Grande do Piauí";5746;2,55;343,24;62,44;1,15;3,85;3,60;1201225,32;966816,06;1972279,89
"220217 Campo Largo do Piauí";7016;1,52;300,87;52,74;4,69;9,10;9,04;1285737,65;882848,19;2110898,64
"220220 Campo Maior";45827;3,71;489,96;45,51;0,00;38,62;1,88;16436225,00;4784290,13;22453258,01
"220225 Canavieira";3920;3,04;534,90;58,84;0,00;7,34;6,53;1130519,49;1031399,93;2096807,66
"220230 Canto do Buriti";20528;2,91;340,79;61,24;3,50;8,66;0,87;4281174,92;2705898,55;6995811,31
"220240 Capitão de Campos";11173;0,68;402,71;39,24;5,46;2,99;20,43;3078833,72;1237242,07;4499433,85
"220245 Capitão Gervásio Oliveira";3975;3,24;544,86;46,00;0,00;3,71;11,24;946120,51;1218936,35;2165833,16
"220250 Caracol";10527;1,80;375,71;68,85;0,91;9,60;3,99;2706240,51;1364683,35;3955139,06
"220253 Caraúbas do Piauí";5676;2,65;331,84;77,96;3,04;1,19;1,03;871453,12;1094711,79;1883496,39
"220255 Caridade do Piauí";4951;1,47;475,49;46,86;0,99;9,97;17,58;1172649,02;1267987,63;2354138,26
"220260 Castelo do Piauí";18469;1,69;393,35;72,89;1,34;4,43;6,53;5709770,83;2828366,93;7264873,16
"220265 Caxingó";5213;1,37;401,80;70,41;4,99;4,37;13,15;915749,17;1151245,60;2094600,51
"220270 Cocal";27274;3,27;270,32;66,72;4,37;4,93;3,34;5499355,87;2760063,82;7372584,65
"220271 Cocal de Telha";4601;2,09;449,10;65,49;0,00;7,18;2,80;782251,34;1141829,85;2066327,60
"220272 Cocal dos Alves";5677;1,27;303,36;71,21;0,00;4,15;0,97;1303904,72;957847,58;1722151,27
"220273 Coivaras";3901;0,96;433,14;60,43;3,12;8,65;2,84;864365,63;776843,43;1689695,14
"220275 Colônia do Gurguéia";6238;1,31;392,69;48,38;9,45;5,47;0,66;1297065,78;1146628,46;2449584,26
"220277 Colônia do Piauí";7515;2,34;359,34;58,89;0,00;9,53;7,72;1547604,84;1084253,96;2700445,75
"220280 Conceição do Canindé";4528;2,87;463,49;41,36;6,82;3,17;14,26;1195171,88;976237,03;2098665,92
"220285 Coronel José Dias";4594;1,63;413,93;52,10;7,29;3,54;3,64;906263,36;995311,34;1901614,11
"220290 Corrente";25927;5,87;292,18;44,33;5,25;7,17;12,26;4773581,04;3504132,03;7575330,40
"220300 Cristalândia do Piauí";8033;1,05;447,79;36,30;19,92;6,63;6,14;1827572,67;1071571,24;3597087,78
"220310 Cristino Castro";10164;2,25;486,62;73,15;3,63;4,80;4,11;2659257,93;2283216,16;4945985,02
"220320 Curimatá";11030;1,86;357,99;68,90;0,00;2,98;10,21;2521228,41;1553683,12;3948636,72
"220323 Currais";4811;1,85;474,97;44,23;0,00;19,86;7,77;1234816,24;1279888,53;2285086,74
"220327 Curral Novo do Piauí";5027;7,01;422,43;37,90;0,00;11,93;20,54;1166768,40;956764,54;2123532,94
"220325 Curralinhos";4297;0,96;417,70;25,20;0,00;13,29;7,83;870274,82;1090346,87;1794866,73
"220330 Demerval Lobão";13496;2,30;243,35;61,44;5,86;6,19;7,89;1959667,48;1203855,12;3284188,53
"220335 Dirceu Arcoverde";6818;1,16;398,48;52,49;0,00;3,75;1,32;1250589,54;1320568,35;2716826,85
"220340 Dom Expedito Lopes";6712;2,44;372,26;36,88;0,00;11,40;2,23;1009320,63;1536596,61;2498581,24
"220345 Dom Inocêncio";9364;1,05;270,35;36,16;0,00;2,52;3,63;1623326,22;1243457,93;2531511,10
"220342 Domingos Mourão";4292;1,63;388,95;72,53;0,00;5,45;0,53;823370,85;1015114,89;1669356,67
"220350 Elesbão Veloso";14496;2,87;372,56;58,52;2,98;8,05;4,13;3198710,22;2211231,79;5400644,08
"220360 Eliseu Martins";4773;1,42;605,91;54,73;4,33;4,34;16,23;1879439,27;1037247,86;2892004,39
"220370 Esperantina";38607;2,43;222,62;74,00;2,43;6,97;8,87;6088357,63;3153479,69;8594601,61
"220375 Fartura do Piauí";5171;0,35;206,00;20,45;0,00;18,41;4,63;541686,50;523523,39;1065209,89
"220380 Flores do Piauí";4396;2,40;500,47;59,27;3,37;7,11;10,87;857021,11;1258376,60;2200063,16
"220385 Floresta do Piauí";2511;2,07;618,60;42,55;6,94;7,76;8,53;733270,27;894239,69;1553310,44
"220390 Floriano";58586;5,55;603,14;48,18;0,64;44,00;1,19;29863221,92;6714533,92;35335819,83
"220400 Francinópolis";5270;1,52;317,05;58,82;0,00;3,41;14,02;782430,71;1044087,98;1670851,92
"220410 Francisco Ayres";4392;0,65;493,25;63,27;2,67;3,28;7,91;1157007,66;1064862,23;2166349,17
"220415 Francisco Macedo";2984;1,12;584,38;35,24;0,00;11,93;16,68;699332,49;1080325,95;1743798,67
"220420 Francisco Santos";8924;2,43;395,45;33,22;16,52;10,02;20,03;2040532,29;1182795,69;3529006,70
"220430 Fronteiras";11368;2,07;654,22;35,21;5,42;6,57;7,78;3792054,36;3636297,28;7437121,60
"220435 Geminiano";5276;1,97;374,13;24,41;6,19;8,67;0,24;770909,74;1176894,18;1973905,75
"220440 Gilbués";10504;3,90;493,18;31,20;3,82;4,93;13,66;3089531,22;1734494,94;5180321,95
"220450 Guadalupe";10342;6,26;733,86;41,42;0,00;8,59;5,05;3877194,45;3568364,74;7589557,95
"220455 Guaribas";4464;0,90;452,42;43,29;0,00;3,02;3,73;698543,92;1280846,92;2019619,00
"220460 Hugo Napoleão";3809;1,27;553,81;49,92;2,67;5,26;20,38;1282399,39;883209,79;2109473,29
"220465 Ilha Grande";9136;4,95;326,31;71,50;0,00;0,27;15,74;1709610,57;1259338,68;2981151,52
"220470 Inhuma";15017;2,27;357,68;57,68;0,04;5,04;3,33;2476830,65;2106492,13;5371240,48
"220480 Ipiranga do Piauí";9534;2,28;349,58;54,70;3,37;5,76;19,02;2578473,84;971372,19;3332852,31
"220490 Isaías Coelho";8368;2,25;321,94;47,91;3,78;7,98;5,64;1789838,28;1134301,97;2693977,41
"220500 Itainópolis";11302;1,87;358,23;60,51;3,47;7,35;7,86;2774292,26;1311611,15;4048752,76
"220510 Itaueira";10806;5,51;512,81;69,89;5,43;4,15;6,62;3515878,27;1818056,23;5541377,93
"220515 Jacobina do Piauí";5710;3,72;333,37;34,66;0,00;8,71;1,34;933356,40;1063638,52;1903559,12
"220520 Jaicós";18501;2,63;422,45;67,32;5,79;8,50;1,91;5036171,68;2732137,00;7815666,85
"220525 Jardim do Mulato";4389;1,14;462,40;49,23;8,69;5,47;8,47;1407161,46;1194580,26;2029470,79
"220527 Jatobá do Piauí";4743;1,71;452,13;50,25;3,24;4,62;16,49;1303782,29;868184,77;2144447,32
"220530 Jerumenha";4403;2,51;493,58;71,65;3,44;8,42;2,92;1012354,13;1012872,18;2173241,23
"220535 João Costa";2971;2,08;574,59;32,86;8,49;12,09;9,59;718959,21;1086800,49;1707121,24
"220540 Joaquim Pires";14032;1,07;355,80;52,21;3,75;12,97;1,12;3018124,63;1479647,90;4992572,48
"220545 Joca Marques";5253;2,67;482,69;25,29;3,61;5,38;17,73;1403973,93;1034022,87;2535567,66
"220550 José de Freitas";38005;1,98;352,27;71,87;0,00;4,20;8,77;8194053,02;6525912,14;13388158,74
"220551 Juazeiro do Piauí";4828;0,93;383,36;60,97;4,62;16,36;0,95;876192,16;970822,88;1850868,33
"220552 Júlio Borges";5479;0,41;383,49;47,01;0,00;4,39;11,89;1559673,17;1037606,14;2101154,32
"220553 Jurema";4623;1,67;606,33;48,94;2,14;3,41;18,70;1510259,86;1512918,86;2803069,27
"220555 Lagoa Alegre";8245;1,64;290,73;73,79;0,00;7,14;0,68;1490510,32;1125422,23;2397076,45
"220557 Lagoa de São Francisco";6566;0,46;333,50;59,52;0,00;3,16;4,00;1214977,96;1009979,10;2189742,59
"220556 Lagoa do Barro do Piauí";4568;2,07;478,37;53,93;10,18;3,41;10,43;1812332,34;1250000,00;2185191,06
"220558 Lagoa do Piauí";3948;2,22;433,87;59,32;3,82;10,10;0,00;664337,05;1200461,94;1712927,40
"220559 Lagoa do Sítio";4995;1,22;587,02;42,51;2,92;6,00;25,05;1411637,24;1515385,84;2932142,44
"220554 Lagoinha do Piauí";2741;0,35;532,68;41,46;2,92;3,16;17,20;738998,36;862263,65;1460082,81
"220560 Landri Sales";5266;3,50;531,09;56,78;5,57;8,55;5,19;1418690,67;1373352,41;2796723,82
"220570 Luís Correia";29252;4,18;429,27;57,70;2,13;6,29;3,66;5102946,21;3938725,48;12557131,84
"220580 Luzilândia";25005;1,80;292,06;66,73;0,00;7,36;8,77;4793126,82;3123913,16;7302991,14
"220585 Madeiro";8034;1,52;348,07;46,76;5,60;11,29;5,61;1729016,70;1102535,99;2796405,86
"220590 Manoel Emídio";5260;2,15;505,51;50,13;2,55;4,53;15,02;1589720,46;1035924,41;2658968,32
"220595 Marcolândia";8121;1,98;291,20;70,13;2,24;3,52;8,38;1383505,86;1137955,89;2364817,50
"220600 Marcos Parente";4484;2,54;473,25;35,78;0,76;6,68;26,76;1050293,70;1055309,30;2122045,62
"220605 Massapê do Piauí";6305;1,86;358,72;58,78;4,03;11,88;3,44;1132770,65;1120166,61;2261728,40
"220610 Matias Olímpio";10664;0,57;374,40;51,61;3,40;6,85;12,62;2520636,55;1696421,53;3992604,65
"220620 Miguel Alves";32900;0,82;252,80;47,01;5,78;13,37;1,56;6426261,81;2214748,36;8317001,29
"220630 Miguel Leão";1244;0,49;1028,30;50,11;10,27;13,98;4,12;517062,52;785217,43;1279210,07
"220635 Milton Brandão";6797;1,30;319,08;56,23;4,46;4,49;12,26;1177562,83;999675,63;2168819,22
"220640 Monsenhor Gil";10411;1,20;378,12;39,59;0,00;7,76;8,27;2366265,67;1334037,89;3936654,87
"220650 Monsenhor Hipólito";7541;2,24;379,78;40,74;0,00;5,91;4,44;1852284,10;1091524,64;2863947,63
"220660 Monte Alegre do Piauí";10438;5,70;297,69;62,00;3,99;3,65;15,13;2113037,49;2075391,62;3107262,37
"220665 Morro Cabeça no Tempo";4082;1,22;404,47;42,92;0,00;6,56;9,52;563863,13;1158798,02;1651066,84
"220667 Morro do Chapéu do Piauí";6622;1,41;350,59;58,80;3,48;8,08;11,46;1501002,46;947873,35;2321577,80
"220669 Murici dos Portelas";8781;1,65;273,97;65,92;8,63;3,82;8,08;1356381,53;918105,22;2405742,25
"220670 Nazaré do Piauí";7300;0,85;390,39;57,56;0,00;12,19;4,44;1574610,88;1220726,68;2849822,95
"220672 Nazária";8289;1,64;313,16;57,65;10,67;2,91;3,98;1266261,51;981152,50;2595751,71
"220675 Nossa Senhora de Nazaré";4696;0,82;440,69;44,82;5,85;14,86;2,53;1040486,94;1024944,50;2069483,76
"220680 Nossa Senhora dos Remédios";8419;0,47;313,18;69,41;3,78;8,97;6,87;1616651,35;1061161,18;2636653,52
"220795 Nova Santa Rita";4264;1,97;423,20;46,55;0,00;1,53;9,20;906002,20;1025949,53;1804518,07
"220690 Novo Oriente do Piauí";6505;1,45;421,94;35,13;3,54;13,87;8,88;1865940,42;979399,11;2744746,93
"220695 Novo Santo Antônio";3354;0,89;536,13;41,73;5,03;10,12;16,60;935727,60;1075709,02;1798192,91
"220700 Oeiras";36195;3,52;323,69;30,69;0,48;5,66;20,82;8361260,25;3411532,10;11715832,68
"220710 Olho D'Água do Piauí";2698;1,99;527,87;37,84;0,00;7,54;0,31;592684,26;831516,56;1424200,82
"220720 Padre Marcos";6735;1,32;434,88;53,70;5,39;5,07;1,64;1605606,11;1315002,22;2928909,70
"220730 Paes Landim";4077;1,73;424,69;54,26;8,52;6,48;7,27;822657,64;891017,44;1731449,18
"220735 Pajeú do Piauí";3460;1,63;551,72;37,48;0,00;2,95;17,06;1015185,20;886275,21;1908961,53
"220740 Palmeira do Piauí";4997;1,31;519,97;22,81;0,00;10,12;8,54;1283845,11;1032115,25;2598305,62
"220750 Palmeirais";14090;1,54;322,33;36,50;4,25;5,03;1,15;3409725,32;1406848,30;4541601,88
"220755 Paquetá";3919;2,31;505,94;36,74;3,44;4,44;1,43;929627,82;1167515,30;1982760,77
"220760 Parnaguá";10494;1,49;483,36;42,73;3,76;7,23;16,26;3045968,25;2062391,50;5072353,40
"220770 Parnaíba";148832;7,55;510,18;40,20;1,68;46,36;2,40;45304745,91;29023905,80;75930668,41
"220775 Passagem Franca do Piauí";4457;1,63;493,45;45,38;3,25;14,18;0,86;857936,14;1335308,90;2199322,65
"220777 Patos do Piauí";6223;3,18;433,77;56,41;18,36;4,66;13,50;1648440,73;1317277,71;2699331,42
"220779 Pau D'Arco do Piauí";3888;1,02;474,89;31,44;0,00;8,41;7,89;1010246,00;1243200,23;1846387,61
"220780 Paulistana";20093;5,64;480,95;31,89;5,09;11,78;6,52;6913923,51;2701564,42;9663693,50
"220785 Pavussu";3655;5,39;449,17;29,93;0,00;16,35;2,94;612867,39;1028849,35;1641716,74
"220790 Pedro II";37968;1,66;242,60;38,22;0,00;4,43;6,87;5615703,96;3578638,03;9210874,07
"220793 Pedro Laurentino";2463;1,25;710,92;42,69;0,00;5,12;18,03;826540,47;915677,47;1751008,03
"220800 Picos";76042;7,13;857,26;37,30;8,39;43,97;5,95;35158696,13;10466544,49;65187753,81
"220810 Pimenteiras";11884;1,04;369,57;68,37;0,00;6,29;3,69;2689818,40;1663000,00;4391995,35
"220820 Pio IX";17979;1,92;366,70;49,31;1,79;10,86;1,67;4097717,40;2483975,58;6592940,78
"220830 Piracuruca";28179;8,78;464,40;53,24;4,57;10,23;12,31;9509648,54;3190278,69;13086226,07
"220840 Piripiri";62542;5,04;376,72;72,99;2,49;12,85;4,59;18904731,94;5352563,56;23560766,18
"220850 Porto";12188;1,20;371,61;65,38;3,94;6,99;7,83;2106914,33;2242055,97;4529169,02
"220855 Porto Alegre do Piauí";2625;1,96;701,54;52,82;5,48;9,74;8,76;771216,14;1003060,32;1841541,73
"220860 Prata do Piauí";3109;1,42;566,02;33,28;5,70;9,28;2,21;719092,06;1159183,84;1759750,40
"220865 Queimada Nova";8743;1,08;367,26;62,85;1,77;8,88;8,24;1919411,91;1162502,13;3210976,51
"220870 Redenção do Gurguéia";8556;1,52;319,49;70,14;5,93;3,30;4,67;1343515,17;1378690,23;2733544,74
"220880 Regeneração";17696;1,95;494,26;57,24;4,06;6,52;8,30;6010456,01;2724326,27;8746371,55
"220885 Riacho Frio";4259;2,30;550,89;24,60;0,83;3,01;11,58;1044772,83;1513433,22;2346240,21
"220887 Ribeira do Piauí";4354;0,86;463,76;24,13;4,72;6,84;15,40;976443,73;891530,30;2019212,94
"220890 Ribeiro Gonçalves";7068;6,42;471,30;42,19;5,10;13,59;7,37;1686031,33;1643496,13;3331152,46
"220900 Rio Grande do Piauí";6327;0,82;431,08;69,32;0,00;5,73;6,33;1662953,26;1283618,42;2727417,64
"220910 Santa Cruz do Piauí";6110;2,32;372,23;46,16;7,35;8,73;0,46;1236384,77;1091431,36;2274336,02
"220915 Santa Cruz dos Milagres";3893;0,91;452,74;53,33;14,18;4,43;15,00;874580,90;887929,10;1762510,00
"220920 Santa Filomena";6150;11,36;437,14;63,66;3,85;8,30;2,75;867122,65;1913534,81;2688436,51
"220930 Santa Luz";5666;2,00;382,91;39,98;0,00;3,96;11,60;860218,09;1183603,12;2169569,39
"220937 Santa Rosa do Piauí";5182;2,37;412,15;53,03;5,71;10,88;7,27;1157376,96;936069,62;2135762,24
"220935 Santana do Piauí";4522;1,54;423,32;47,85;7,43;11,05;7,08;867310,58;1063991,63;1914248,40
"220940 Santo Antônio de Lisboa";6182;2,20;313,79;66,55;1,48;4,03;0,15;983672,15;982613,69;1939855,47
"220945 Santo Antônio dos Milagres";2102;1,99;744,82;46,62;4,11;5,25;12,18;690647,78;843569,63;1565609,16
"220950 Santo Inácio do Piauí";3706;1,88;526,05;51,58;4,78;12,98;0,22;958083,55;988414,89;1949540,89
"220955 São Braz do Piauí";4363;0,85;381,47;43,22;0,00;5,04;0,35;676363,93;987199,28;1664350,94
"220960 São Félix do Piauí";2945;1,86;688,85;45,90;3,13;19,60;4,05;1058399,04;981524,49;2028652,69
"220965 São Francisco de Assis do Piauí";5728;2,14;286,91;56,44;1,90;4,96;13,61;975857,50;686719,49;1643443,73
